0.100000	9.308135e-09
0.300000	1.821968e-01
0.500000	3.509088e-01
0.700000	2.685376e-01
0.900000	1.715682e-01
1.100000	1.491103e-01
1.300000	1.837161e-01
1.500000	2.513370e-01
1.700000	3.290791e-01
1.900000	4.010325e-01
2.100000	4.560727e-01
2.300000	4.891862e-01
2.500000	5.019124e-01
2.700000	5.029792e-01
2.900000	5.132790e-01
3.100000	5.556028e-01
3.300000	6.215251e-01
3.500000	6.768491e-01
3.700000	7.062793e-01
3.900000	7.189305e-01
4.100000	7.246494e-01
4.300000	7.265265e-01
4.500000	7.250025e-01
4.700000	7.202905e-01
4.900000	7.126567e-01
5.100000	7.023121e-01
5.300000	6.894501e-01
5.500000	6.743375e-01
5.700000	6.573442e-01
5.900000	6.388777e-01
6.100000	6.192501e-01
6.300000	5.986517e-01
6.500000	5.772914e-01
6.700000	5.554846e-01
6.900000	5.335713e-01
7.100000	5.118112e-01
7.300000	4.903792e-01
7.500000	4.694075e-01
7.700000	4.489945e-01
7.900000	4.292081e-01
8.100000	4.101197e-01
8.300000	3.918010e-01
8.500000	3.742521e-01
8.700000	3.573681e-01
8.900000	3.410263e-01
9.100000	3.251979e-01
9.300000	3.099547e-01
9.500000	2.953900e-01
9.700000	2.815603e-01
9.900000	2.684815e-01
10.100000	2.561409e-01
10.300000	2.444768e-01
10.500000	2.332999e-01
10.700000	2.221397e-01
10.900000	2.100575e-01
11.100000	1.955785e-01
11.300000	1.769869e-01
11.500000	1.531170e-01
11.700000	1.243602e-01
11.900000	0.943602e-01
