0.1	0.0
0.3	0.018
0.5	0.0433333333333
0.7	0.0686666666667
0.9	0.094
1.1	0.119333333333
1.3	0.144666666667
1.5	0.17
1.7	0.195333333333
1.9	0.220666666667
2.1	0.246
2.3	0.271333333333
2.5	0.296666666667
2.7	0.322
2.9	0.347333333333
3.1	0.372666666667
3.3	0.398
3.5	0.423333333333
3.7	0.448666666667
3.9	0.474
4.1	0.499333333333
4.3	0.524666666667
4.5	0.55
4.7	0.575333333333
4.9	0.600666666667
5.1	0.626
5.3	0.651333333333
5.5	0.676666666667
5.7	0.702
5.9	0.727333333333
6.1	0.74
6.3	0.74
6.5	0.74
6.7	0.74
6.9	0.74
7.1	0.74
7.3	0.74
7.5	0.74
7.7	0.74
7.9	0.74
8.1	0.74
8.3	0.74
8.5	0.74
8.7	0.74
8.9	0.74
9.1	0.74
9.3	0.74
9.5	0.74
9.7	0.74
9.9	0.74
10.1	0.74
10.3	0.74
10.5	0.74
10.7	0.74
10.9	0.74
11.1	0.74
11.3	0.74
11.5	0.74
11.7	0.74
11.9	0.74
