0.1	0.543
0.3	0.549
0.5	0.555
0.7	0.561
0.9	0.567
1.1	0.573
1.3	0.579
1.5	0.585
1.7	0.591
1.9	0.597
2.1	0.603
2.3	0.609
2.5	0.615
2.7	0.621
2.9	0.627
3.1	0.633
3.3	0.639
3.5	0.645
3.7	0.651
3.9	0.657
4.1	0.663
4.3	0.669
4.5	0.675
4.7	0.681
4.9	0.687
5.1	0.693
5.3	0.699
5.5	0.705
5.7	0.711
5.9	0.717
6.1	0.72
6.3	0.72
6.5	0.72
6.7	0.72
6.9	0.72
7.1	0.72
7.3	0.72
7.5	0.72
7.7	0.72
7.9	0.72
8.1	0.72
8.3	0.72
8.5	0.72
8.7	0.72
8.9	0.72
9.1	0.72
9.3	0.72
9.5	0.72
9.7	0.72
9.9	0.72
10.1	0.72
10.3	0.72
10.5	0.72
10.7	0.72
10.9	0.72
11.1	0.72
11.3	0.72
11.5	0.72
11.7	0.72
11.9	0.72
